timestamp,Season,Repetition,f1_sin,f1_cos,f2_sin,f2_cos,f3_sin,f3_cos,f4_sin,f4_cos,f5_sin,f5_cos,f6_sin,f6_cos,f7_sin,f7_cos,f8_sin,f8_cos,Cultivar_74K75RSF CE_OneHotEnc,Cultivar_77HO111I2X - GUAPORÉ_OneHotEnc,Cultivar_79I81RSF IPRO_OneHotEnc,Cultivar_82HO111 IPRO - HO COXIM IPRO_OneHotEnc,Cultivar_82I78RSF IPRO_OneHotEnc,Cultivar_83IX84RSF I2X_OneHotEnc,Cultivar_96R29 IPRO_OneHotEnc,Cultivar_97Y97 IPRO_OneHotEnc,Cultivar_98R30 CE_OneHotEnc,Cultivar_ADAPTA LTT 8402 IPRO_OneHotEnc,Cultivar_ATAQUE I2X_OneHotEnc,Cultivar_BRASMAX BÔNUS IPRO_OneHotEnc,Cultivar_BRASMAX OLIMPO IPRO_OneHotEnc,Cultivar_ELISA IPRO_OneHotEnc,Cultivar_EXPANDE LTT 8301 IPRO_OneHotEnc,Cultivar_FORTALECE L090183 RR_OneHotEnc,Cultivar_FORTALEZA IPRO_OneHotEnc,Cultivar_FTR 3179 IPRO_OneHotEnc,Cultivar_FTR 3190 IPRO_OneHotEnc,Cultivar_FTR 3868 IPRO_OneHotEnc,Cultivar_FTR 4280 IPRO_OneHotEnc,Cultivar_FTR 4288 IPRO_OneHotEnc,Cultivar_GNS7700 IPRO_OneHotEnc,Cultivar_GNS7900 IPRO - AMPLA_OneHotEnc,Cultivar_LAT 1330BT_OneHotEnc,Cultivar_LTT 7901 IPRO_OneHotEnc,Cultivar_LYNDA IPRO_OneHotEnc,Cultivar_M 8644 IPRO_OneHotEnc,Cultivar_MANU IPRO_OneHotEnc,Cultivar_MONSOY 8330I2X_OneHotEnc,Cultivar_MONSOY M8606I2X_OneHotEnc,Cultivar_NEO 760 CE_OneHotEnc,Cultivar_NEO 790 IPRO_OneHotEnc,Cultivar_NK 7777 IPRO_OneHotEnc,Cultivar_NK 8100 IPRO_OneHotEnc,Cultivar_NK 8770 IPRO_OneHotEnc,Cultivar_PAULA IPRO_OneHotEnc,Cultivar_SUZY IPRO_OneHotEnc,Cultivar_SYN2282IPRO_OneHotEnc,Cultivar_TMG 22X83I2X_OneHotEnc,PH_log,IFP_log,NLP_log,NGL_log,NS_log,MHG_log,cluster,GY_log
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.074141854904581,2.7212954278522306,4.58700621536042,0.5933268452777344,1.6486586255873816,5.025195445427586,1,8.081110100332605
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.396915247167632,2.8903717578961645,4.593097604753822,0.5596157879354227,2.0014800002101243,4.9807944520852345,33,8.080543870802686
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.955082494888593,2.667228206581955,4.1713056033582285,0.8329091229351039,1.9740810260220096,5.1943447761650585,46,8.199865326272686
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9889840465642745,2.734367509419584,4.409155302062135,0.9820784724121582,2.1041341542702074,5.23787710273662,11,8.324278120971398
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01096295328305,2.9856819377004897,3.8918202981106265,0.494696241836107,1.2809338454620642,5.081466474856847,42,8.141288827295305
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.104294893075269,2.760009940032921,4.117409835153096,0.7975071958841882,1.791759469228055,5.100658796743844,29,8.140525430667875
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26549281841793,2.9652730660692823,4.290459441148391,0.7178397931503168,1.8562979903656265,5.177448324067048,32,8.162262439775082
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9852734671677386,2.6390573296152584,3.8918202981106265,0.9783261227936078,1.6486586255873816,5.120027670867453,55,7.9888585081155075
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.461299815568389,3.1354942159291497,3.784189633918261,0.6931471805599453,1.5686159179138452,5.235750234279208,44,8.382154377488611
2022-12-01,1,1,-0.7086218770880606,0.7055884319574646,-0.8833077337310582,0.4687936086711315,-0.9251060158274236,0.3797089141433353,-0.9999907982106396,-0.0042899293756129,-0.7025420014745963,-0.7116422810401785,0.6964104089509415,0.7176437433049788,0.9995491455122096,0.0300250846095646,0.0428862681479766,-0.999079960766074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.021773869387265,2.6100697927420065,3.7932394694381792,0.688134638736401,1.029619417181158,5.279491262297988,31,8.220513427539558
